Temperature_C,Humidity_pct,Occupants,Home_Size_sqft,AC_Hours,Fan_Hours,Fridge_Hours,WashingMachine_Hours,TV_Hours,Computer_Hours,WaterHeater_Hours,Previous_Day_kWh,Solar_Available,Weekday,Month,Daily_Consumption_kWh,Energy_Waste
32.1,60.7,5,937,1.2,9.7,21.0,6.1,5.1,0.0,1.2,20.7,1,1,2,27.38,1
31.9,64.6,2,863,4.8,12.3,10.8,5.3,3.6,1.0,0.6,22.3,0,0,1,28.64,1
29.0,65.9,3,1086,1.9,7.7,14.1,0.8,5.4,2.6,0.6,32.0,1,1,5,25.51,1
26.6,66.1,4,804,5.0,1.0,10.7,2.2,5.4,1.6,0.3,11.4,1,1,1,16.19,0
32.8,94.0,2,1434,4.3,7.3,16.3,1.5,4.2,2.7,3.2,10.6,1,0,3,25.6,1
28.5,41.7,1,1526,1.2,8.8,18.0,2.0,8.5,2.8,0.5,28.6,0,0,9,28.31,1
23.7,82.4,2,940,5.9,10.0,19.4,3.7,1.3,1.4,0.1,22.8,1,0,9,26.14,1
32.9,71.9,3,2051,2.6,8.0,16.1,4.9,0.0,3.8,1.1,4.0,0,0,10,23.91,0
26.9,54.1,3,1598,4.0,13.4,18.4,1.4,2.5,5.3,0.4,29.5,0,1,11,32.99,1
26.8,66.4,3,1562,4.1,18.0,15.9,0.2,3.3,3.9,0.0,20.6,0,0,12,25.56,0
32.7,56.3,4,1247,6.8,14.5,16.9,1.9,3.7,5.8,0.3,19.3,0,1,11,30.18,0
25.5,60.8,5,1471,0.7,4.8,10.7,2.9,1.9,3.4,0.9,15.0,1,1,2,25.47,1
28.6,69.0,6,2155,5.8,5.7,12.3,2.5,1.5,4.7,0.3,18.2,0,1,12,35.44,1
24.5,71.8,2,1177,2.9,6.5,17.1,2.0,3.3,1.9,1.5,26.7,1,1,5,21.83,1
21.8,67.5,2,1538,8.1,7.7,12.1,0.4,1.8,4.2,0.4,13.4,0,1,2,26.58,1
30.9,78.7,4,1257,1.0,9.6,20.5,4.6,3.7,2.2,1.1,15.7,1,0,10,23.08,1
37.2,45.7,5,608,3.4,7.7,21.6,0.8,4.9,2.5,2.4,13.7,0,0,7,26.94,1
25.0,82.5,5,514,2.7,4.9,16.1,3.4,6.5,1.2,3.3,12.7,0,0,5,24.2,1
35.2,67.4,5,788,2.3,8.5,21.4,2.6,1.0,2.4,0.7,10.0,0,1,2,25.98,1
34.7,50.8,1,797,2.3,11.9,20.5,8.0,1.5,3.7,1.5,21.4,0,0,9,31.96,1
36.9,81.2,5,1839,0.8,2.9,23.1,0.8,5.7,3.2,1.7,12.2,1,1,8,26.78,1
24.1,67.3,6,1030,6.6,5.8,14.6,1.9,0.0,5.6,0.7,21.3,0,0,8,26.24,0
26.1,60.7,5,1422,7.8,11.1,16.9,0.7,2.7,0.8,0.6,5.3,1,0,10,27.65,1
37.6,62.6,2,1124,2.4,6.2,19.0,2.8,2.7,3.8,1.8,15.6,0,0,4,25.28,0
29.2,57.3,3,1314,3.3,12.9,18.9,0.7,7.1,4.7,2.9,35.5,0,1,5,36.41,1
29.4,43.2,3,1309,4.9,9.3,19.6,1.8,5.9,4.0,2.0,21.5,0,1,6,31.23,1
33.0,64.8,3,400,1.2,8.7,11.6,3.0,4.8,5.7,1.0,29.2,0,1,10,28.01,1
32.5,69.3,5,959,4.4,5.5,17.0,0.5,2.8,4.2,0.1,18.5,0,1,9,26.08,1
26.7,56.3,6,400,1.6,7.5,17.7,3.9,3.0,6.1,1.1,16.9,0,1,5,28.97,1
28.4,61.8,3,1193,3.2,6.5,10.3,2.1,4.5,4.8,0.1,25.0,0,0,2,27.63,1
32.6,28.4,2,1831,1.2,10.0,18.5,2.3,4.9,4.1,0.9,12.6,1,1,6,24.62,1
30.8,79.3,1,1051,1.8,8.8,14.3,2.9,9.8,4.5,1.1,27.0,0,0,9,29.83,1
25.8,53.9,1,1244,1.5,11.5,24.0,0.6,4.8,2.1,2.0,27.3,0,0,12,24.5,1
35.8,48.0,1,1467,9.0,9.7,18.6,1.4,2.3,7.3,1.4,8.6,1,1,2,30.8,1
33.7,73.3,6,867,3.3,2.5,21.3,0.9,1.8,4.5,1.0,16.7,0,1,12,30.98,1
27.9,79.8,6,1625,3.6,12.0,21.6,3.0,2.1,5.6,0.3,10.4,0,0,9,27.16,0
26.7,69.0,1,866,3.5,7.5,13.8,0.7,2.4,5.5,0.6,21.1,1,0,6,18.51,0
34.1,76.3,6,1860,3.1,11.0,12.3,0.6,1.0,5.8,2.4,16.3,0,0,8,30.44,0
17.5,64.5,1,1382,3.9,8.9,13.3,0.5,6.6,5.0,0.5,20.8,1,1,7,20.02,0
30.0,57.8,5,709,2.5,6.1,11.9,3.5,1.4,3.3,0.3,18.8,0,0,6,22.94,1
26.5,85.1,4,831,1.5,5.6,22.3,5.5,4.4,5.7,0.1,22.9,0,1,7,29.87,1
26.1,30.4,4,1785,6.2,14.8,15.1,0.6,4.6,2.6,0.8,11.3,0,0,2,27.75,0
33.9,46.8,2,400,5.0,12.5,24.0,5.9,0.2,3.1,1.9,20.2,0,1,5,27.91,0
31.0,61.4,6,724,1.1,3.9,24.0,0.2,6.5,5.0,0.4,7.9,1,1,4,24.76,1
43.0,76.2,1,1156,6.7,12.8,19.7,0.4,3.8,5.6,0.7,21.0,1,1,2,34.37,1
28.5,69.2,5,1495,0.6,11.7,15.6,2.4,2.8,6.4,2.3,22.8,0,0,5,31.78,1
31.4,61.8,5,806,4.7,2.4,16.5,0.3,4.0,6.3,1.2,15.0,0,1,9,26.29,1
22.6,62.1,6,630,1.0,10.7,20.0,1.3,7.1,2.9,0.1,4.4,1,0,7,16.47,0
34.6,73.8,2,1986,0.7,6.8,14.3,1.8,3.9,6.0,2.7,10.4,0,1,9,29.75,1
26.6,60.0,1,911,5.7,11.7,23.9,1.6,3.7,3.8,2.6,29.4,0,0,12,33.3,1
30.7,66.7,5,657,1.1,8.1,17.4,0.2,1.6,0.9,0.9,16.4,1,1,4,16.62,0
36.1,68.1,5,1980,5.1,7.1,22.8,3.4,4.1,6.4,0.5,9.2,0,0,9,36.9,1
35.5,48.3,4,902,1.2,6.0,17.9,0.9,1.8,1.4,0.4,21.8,0,0,3,26.89,1
32.1,52.6,3,1114,1.6,7.8,14.2,4.9,3.4,4.7,1.0,12.8,1,0,6,24.28,1
36.0,58.5,4,1222,1.5,8.8,17.4,1.1,0.0,0.0,2.7,23.9,1,0,9,28.46,1
27.4,68.2,3,1358,3.0,9.2,20.5,1.8,5.6,1.0,1.4,15.8,0,1,11,24.19,0
25.0,79.5,1,1463,3.5,14.2,19.5,3.7,1.3,2.8,0.8,24.1,0,0,12,28.26,1
22.0,53.5,6,1349,1.5,7.9,16.3,5.2,4.2,1.5,1.3,16.8,1,1,9,21.66,0
32.4,38.0,4,1332,1.3,8.1,16.1,1.5,5.1,1.0,0.6,9.5,0,1,11,22.74,1
39.4,79.6,5,1363,7.7,5.7,17.5,1.3,1.2,2.0,1.8,7.5,0,0,11,34.81,1
28.0,44.6,4,1608,3.1,7.8,24.0,3.5,5.1,5.3,0.4,4.8,0,0,12,28.86,1
29.7,78.6,3,1641,2.7,10.9,8.5,3.9,1.2,6.5,0.1,17.9,0,0,9,25.11,0
28.0,53.3,6,795,2.3,14.6,8.8,1.9,3.4,3.4,0.6,8.1,0,0,10,22.77,1
32.0,54.3,4,1183,1.4,4.8,17.7,0.8,5.8,1.8,0.3,17.4,0,1,4,25.19,1
20.5,62.4,4,1857,5.2,11.5,19.7,2.1,3.9,4.6,0.6,18.7,0,1,3,34.66,1
33.9,51.0,6,1137,8.0,5.5,17.7,0.3,7.8,4.5,0.3,17.2,0,1,10,33.45,1
35.0,76.0,4,1553,2.9,6.1,24.0,1.6,1.9,4.4,0.1,26.9,0,1,9,27.88,0
26.2,73.1,5,1179,4.4,7.5,17.6,2.0,3.1,1.8,0.2,7.2,0,1,11,25.23,1
24.6,28.8,2,856,5.2,5.4,17.8,1.2,5.0,3.7,0.5,33.0,0,1,1,24.98,0
25.2,62.7,1,1010,3.5,10.0,21.3,0.0,4.3,5.8,1.6,4.0,0,1,11,16.17,0
32.3,43.2,4,1298,6.2,12.6,13.6,2.4,1.0,4.9,0.3,24.0,0,1,8,32.71,1
36.8,65.6,2,1849,6.4,9.3,21.9,1.1,4.6,6.1,1.3,10.3,0,1,5,31.39,0
24.6,71.1,3,1490,4.5,8.3,21.3,2.0,2.5,1.6,0.1,28.7,1,1,10,28.02,1
21.9,52.9,5,934,5.4,6.4,19.4,1.6,2.6,4.0,0.8,22.8,0,0,1,30.49,1
30.1,64.7,2,1657,0.8,11.8,15.6,0.5,3.2,1.6,2.6,33.3,0,0,9,28.76,1
30.9,63.0,6,1347,1.3,7.4,16.6,3.7,1.0,3.2,0.3,8.6,0,0,8,21.78,0
33.1,69.7,1,400,1.5,10.1,14.2,1.3,4.4,4.9,1.0,8.5,0,0,3,18.6,0
26.1,63.6,3,1924,2.1,7.5,19.6,3.0,2.4,5.4,1.3,14.4,0,1,10,25.94,1
33.2,51.4,4,1819,7.9,8.5,18.0,1.7,0.0,5.0,0.6,19.2,0,0,12,33.71,1
35.0,72.5,5,1735,12.0,3.0,9.0,0.3,7.2,2.7,1.3,6.6,0,0,6,34.12,0
21.4,68.8,3,1796,4.5,10.2,13.7,0.6,6.1,5.2,0.4,11.7,0,1,11,25.59,0
28.0,38.0,6,734,1.8,11.6,16.1,5.8,4.8,4.0,0.3,20.9,0,1,11,28.05,1
32.6,58.6,4,1293,3.5,6.9,15.4,4.5,4.9,0.0,3.1,19.3,0,1,4,31.82,1
33.3,50.5,6,1987,3.9,8.6,21.3,2.2,4.3,2.7,0.3,23.8,1,1,9,31.01,1
26.7,61.5,3,1281,2.2,7.8,8.0,7.6,2.7,0.0,1.6,21.4,0,1,7,30.6,1
19.8,28.2,2,926,4.0,5.0,21.1,6.7,0.8,2.7,0.2,28.5,1,1,12,23.69,1
25.6,55.7,4,754,1.2,9.1,21.1,3.8,3.4,5.9,1.2,24.2,0,0,9,25.23,1
22.4,90.3,5,1091,1.8,12.0,24.0,3.5,4.0,1.2,0.3,23.2,1,1,5,24.15,1
26.8,44.1,3,786,2.8,9.1,17.4,0.3,2.6,0.0,2.5,25.5,0,1,2,25.69,1
34.6,63.9,1,832,2.7,8.6,21.6,1.3,1.6,6.8,3.5,16.0,0,1,10,30.1,1
26.3,89.8,3,735,2.4,6.6,19.4,2.1,0.0,0.0,1.1,7.2,0,1,6,18.1,0
29.8,69.5,3,1586,3.3,9.9,13.8,1.1,3.5,0.0,2.6,19.1,0,0,1,28.81,1
23.4,78.0,2,779,1.5,7.8,18.8,1.7,4.5,2.9,0.2,6.8,0,0,5,14.45,0
34.0,61.5,4,1654,3.5,10.0,15.7,1.6,1.7,0.3,0.2,20.9,0,0,10,31.09,1
26.3,44.6,5,1018,3.9,5.1,13.0,0.0,2.6,6.4,0.8,23.8,0,0,1,28.75,1
24.2,49.8,6,1750,3.2,8.8,11.8,3.8,3.8,4.2,0.2,28.1,0,1,6,33.97,1
38.7,70.7,4,888,8.6,6.5,17.3,2.2,5.1,5.8,1.0,18.2,1,1,1,36.28,1
31.1,51.8,5,1002,2.6,9.3,22.9,0.3,5.3,0.0,1.4,25.7,0,1,11,29.42,1
32.8,60.9,3,1919,4.5,8.8,21.7,3.2,2.8,3.6,0.6,19.1,1,1,6,27.59,1
19.4,53.3,1,816,5.4,8.6,16.0,0.9,5.2,2.1,1.4,25.6,1,1,8,24.07,1
36.5,38.7,2,1405,0.7,6.2,13.0,3.0,3.5,0.9,0.3,16.9,0,0,3,22.68,1
38.0,25.0,4,2143,3.2,4.9,8.1,4.2,5.4,6.6,5.0,18.1,0,0,5,36.23,1
28.7,75.1,4,1015,3.4,9.7,24.0,3.2,6.1,3.3,1.3,23.6,0,1,10,30.11,1
27.9,43.8,4,1576,3.5,8.8,21.5,0.6,5.7,0.3,0.1,27.1,0,1,1,25.53,0
26.5,47.3,2,945,2.9,5.9,19.7,3.8,3.5,2.6,1.1,17.2,0,1,2,24.29,1
34.7,64.0,5,950,3.9,4.7,17.8,1.7,1.4,4.5,0.0,15.3,0,1,12,25.09,0
21.5,61.0,3,978,3.6,14.8,23.4,1.7,6.2,5.0,0.6,30.1,0,0,7,31.76,1
31.0,58.0,5,1517,0.7,10.5,22.3,6.1,1.9,1.4,0.8,17.5,1,1,4,24.32,0
39.3,69.3,4,1359,3.7,8.8,10.2,4.1,4.3,7.8,0.2,9.2,0,0,2,32.24,1
30.0,70.9,2,1058,0.8,9.5,18.1,1.7,3.9,3.3,0.2,25.2,0,1,3,26.96,1
39.2,58.8,3,961,3.7,15.3,18.5,2.5,1.0,1.5,1.0,22.7,0,0,2,29.78,1
29.5,51.3,3,1303,2.1,9.6,14.9,1.1,5.5,4.4,0.3,25.1,1,1,8,24.11,1
27.8,76.8,4,1544,12.0,8.3,19.0,2.8,3.1,3.9,0.1,19.2,1,1,2,31.93,0
33.9,62.8,3,1415,6.2,14.1,19.4,2.6,1.9,0.1,0.6,15.4,0,0,10,28.11,0
29.0,56.4,2,1180,2.0,5.3,23.8,0.2,4.1,1.6,0.5,20.7,0,0,6,20.42,0
29.8,59.8,1,1675,2.3,9.3,20.7,0.7,4.1,2.3,0.5,31.4,0,1,7,29.32,1
27.3,80.3,6,2440,2.4,9.8,22.4,3.5,0.0,4.4,0.3,11.0,1,0,2,30.61,1
23.3,94.1,5,2055,5.3,10.9,20.6,0.9,4.0,1.5,0.6,9.5,0,1,11,29.88,1
27.8,61.2,5,2159,2.3,10.1,16.7,0.8,5.4,4.6,0.1,24.8,1,1,9,27.62,1
32.9,58.8,4,1177,4.7,8.2,15.6,0.7,1.3,4.6,0.8,13.7,1,1,7,23.3,0
34.7,72.7,1,897,2.1,14.3,24.0,4.1,4.0,6.0,1.4,14.0,0,0,2,28.57,1
29.0,71.8,6,1320,3.5,6.6,22.2,1.8,4.4,2.1,1.6,25.6,1,1,8,26.83,1
30.9,78.5,2,1264,1.2,9.5,17.1,0.7,2.6,2.3,0.5,19.4,0,0,10,25.9,1
24.7,64.2,4,1331,2.6,11.0,15.7,0.6,3.7,0.0,0.4,16.1,0,0,7,20.39,0
28.5,52.5,6,1692,8.4,5.6,23.1,3.9,1.4,0.7,1.7,14.1,1,0,12,29.25,0
28.6,80.7,6,1297,1.3,9.4,13.7,1.3,0.0,2.3,0.8,24.6,0,1,3,28.22,1
28.7,53.2,4,1436,1.9,4.0,14.0,2.9,6.6,0.6,2.2,7.3,0,0,11,24.35,1
29.6,55.8,1,1592,3.3,3.8,11.9,0.4,0.5,2.9,0.2,23.6,0,0,11,22.34,1
31.1,53.0,6,1030,0.5,9.3,19.6,3.7,2.7,5.8,1.4,7.5,0,0,5,24.75,1
35.4,67.1,2,1523,0.7,8.2,13.4,2.3,3.7,0.0,0.5,13.6,0,0,4,24.38,1
33.2,43.8,2,1543,2.2,11.2,19.2,0.7,3.9,6.7,4.4,32.7,0,0,5,32.14,1
31.9,52.7,6,971,3.5,10.6,15.4,3.1,1.7,4.3,2.2,20.9,0,0,12,28.88,0
23.3,89.0,2,1148,5.2,9.2,21.0,0.2,5.9,4.0,0.1,15.3,0,0,12,21.95,0
25.3,77.3,3,1941,5.7,4.4,13.3,3.6,0.0,2.3,1.6,24.0,0,0,5,31.12,1
29.6,76.6,2,1111,1.6,5.8,20.7,6.5,3.8,3.9,0.4,22.2,0,1,2,29.8,1
29.9,77.7,5,1126,1.4,14.0,20.8,1.1,3.5,0.8,0.5,30.1,0,1,12,31.49,1
33.0,91.7,2,1087,0.5,4.0,16.2,0.8,2.7,1.8,0.6,9.1,0,1,3,20.57,1
20.6,54.3,1,1197,1.7,6.2,20.7,1.5,3.8,2.7,1.2,10.0,0,0,1,20.71,1
30.3,65.0,3,1139,2.7,9.8,10.2,1.1,0.5,2.1,3.3,18.4,0,0,11,25.01,1
30.0,76.9,5,1662,1.7,7.2,24.0,2.1,2.4,6.8,1.4,16.7,0,1,10,32.7,1
27.7,59.5,6,1697,3.0,10.8,16.9,2.7,2.8,4.0,1.6,17.2,1,0,8,26.0,0
25.4,69.6,5,1407,3.1,9.8,17.3,1.9,4.9,3.1,0.4,14.7,0,0,2,25.61,1
30.5,57.0,2,1522,8.0,10.9,20.3,2.3,2.7,3.7,0.8,13.1,0,1,4,33.59,1
28.6,68.8,2,1700,3.9,9.4,21.0,0.9,7.3,3.7,0.9,26.7,0,0,7,32.31,1
31.7,71.2,5,1078,2.1,8.3,19.8,0.9,0.7,4.4,3.6,18.6,0,1,9,27.68,1
19.4,76.3,1,1033,4.4,8.9,12.6,5.4,3.4,0.0,2.4,14.8,1,0,5,22.89,1
24.9,75.0,3,1732,2.8,9.2,15.7,2.6,4.2,3.0,2.1,10.4,1,1,7,22.86,1
37.0,71.8,6,1866,0.9,3.6,23.0,2.9,4.6,3.3,1.1,17.5,0,0,5,35.39,1
30.5,33.5,3,734,1.8,11.5,14.8,2.7,5.9,4.7,1.5,18.1,0,0,4,28.48,1
25.5,67.7,2,1713,2.3,10.0,24.0,1.0,2.5,3.4,1.9,14.2,1,0,3,23.31,1
27.8,63.1,1,1367,3.2,7.1,11.7,0.3,0.8,1.8,3.1,30.4,0,1,9,25.39,1
23.0,63.6,6,1909,0.5,6.8,21.6,1.0,1.7,3.4,1.2,12.1,0,0,6,23.75,1
36.5,52.1,3,1448,2.3,8.1,17.8,2.0,2.7,4.1,1.0,22.1,1,0,12,26.29,1
36.5,74.3,2,762,3.6,3.2,20.0,1.3,1.2,1.1,0.0,23.5,0,0,1,26.99,1
33.8,66.8,4,797,2.0,5.6,16.0,0.7,4.2,2.0,1.8,16.7,0,1,11,25.95,1
35.4,58.8,6,1412,1.5,10.8,20.8,1.4,5.3,3.2,1.0,15.2,1,0,6,25.02,0
31.8,65.7,1,1747,4.1,10.8,20.2,1.3,2.7,2.9,0.1,27.4,0,0,9,29.98,1
36.0,72.0,6,830,2.3,9.6,11.4,2.5,6.0,1.1,0.3,22.3,0,1,7,30.68,1
32.6,50.9,3,609,3.4,10.8,24.0,0.9,5.1,6.7,0.8,11.1,1,1,3,22.94,1
36.5,77.1,2,1329,3.3,7.5,14.2,0.7,5.9,3.4,1.7,14.9,0,0,5,29.45,1
29.3,67.7,4,1227,4.7,9.9,21.5,0.5,1.1,6.2,1.0,8.6,1,1,11,23.63,1
29.0,74.3,4,2504,5.9,12.5,18.9,0.3,7.3,1.2,0.5,7.5,0,0,8,25.93,0
26.7,57.7,3,891,3.0,7.7,21.2,2.0,1.6,3.1,0.5,16.1,1,1,1,19.89,1
27.1,58.8,5,1001,9.2,10.3,15.5,6.2,5.0,3.9,0.6,31.2,1,0,5,33.64,1
21.7,50.4,4,802,9.4,9.7,19.9,2.4,3.7,2.8,0.4,15.9,0,1,12,33.94,1
36.1,55.2,2,919,2.7,4.7,22.4,3.6,2.3,0.0,0.5,22.9,0,0,7,24.67,1
36.5,68.5,1,1127,2.3,10.4,15.9,0.5,1.9,5.0,0.2,26.0,0,1,3,24.97,0
33.1,64.7,5,1673,4.7,1.6,18.4,2.8,7.0,1.7,0.9,10.9,0,1,11,29.97,1
34.5,68.0,3,1510,4.6,4.0,9.7,2.2,5.7,3.6,1.1,29.5,0,1,4,31.34,1
30.6,44.3,5,1622,3.6,10.0,16.4,0.5,5.2,1.1,0.2,4.0,1,0,8,21.42,0
31.9,62.8,4,834,2.7,5.7,16.0,2.4,2.8,4.2,1.9,8.7,1,1,12,23.95,1
22.8,81.8,2,1017,6.7,14.0,10.4,2.3,2.6,0.8,0.2,39.1,0,0,1,28.2,0
29.1,60.9,4,1521,1.3,10.4,13.4,3.0,5.1,0.9,1.5,8.6,0,1,1,25.9,1
20.5,70.2,5,1301,2.0,12.4,22.8,1.0,1.3,2.3,0.1,10.7,0,0,1,22.68,1
26.1,56.9,6,1005,2.2,11.2,18.4,1.6,3.7,2.6,0.2,15.2,0,0,5,21.87,0
28.1,77.3,4,1192,2.1,14.3,14.7,4.0,4.7,5.9,0.2,4.8,0,0,11,23.7,0
27.9,63.5,2,1691,4.9,5.8,19.2,4.1,0.9,2.5,0.0,19.0,0,0,11,27.55,1
24.2,69.4,2,1828,0.7,8.6,16.5,0.7,6.1,4.2,0.6,15.6,0,1,7,24.72,1
35.9,66.5,2,2017,8.8,11.3,17.1,1.7,2.5,2.3,2.9,34.0,0,1,3,44.7,1
34.4,95.0,4,1342,1.1,8.5,13.0,1.9,3.4,5.9,1.1,18.9,0,0,4,22.64,0
26.9,58.4,1,2236,1.6,8.6,11.3,2.8,2.8,2.9,1.3,15.8,1,0,7,22.38,1
23.4,89.0,6,1280,5.4,5.3,17.2,3.5,2.8,4.7,3.6,11.8,0,1,7,29.6,0
27.1,45.4,2,1499,4.9,4.1,19.1,1.7,2.2,8.5,0.3,32.1,0,0,3,29.73,1
34.1,67.3,5,1711,3.0,5.0,20.0,2.9,0.8,4.2,1.4,18.6,0,0,9,30.25,1
20.0,75.7,4,991,0.3,3.6,16.4,4.0,4.0,3.3,1.1,14.9,0,0,10,21.32,1
33.5,59.1,2,1347,1.4,7.9,18.0,0.4,4.3,3.2,0.7,18.6,0,1,5,22.97,0
28.8,78.7,3,1125,4.0,8.0,18.9,0.2,0.0,4.8,2.7,10.1,0,1,5,26.85,1
27.5,85.6,4,2127,2.1,5.5,18.4,1.7,4.3,2.8,0.1,23.4,1,1,5,22.35,0
34.5,63.3,5,1724,5.2,12.7,15.3,1.1,3.6,5.8,1.7,24.1,0,0,9,36.71,1
29.6,64.6,1,658,2.0,10.0,21.2,0.3,4.9,0.0,1.5,23.3,0,0,6,24.55,1
27.7,58.7,6,1414,2.7,4.7,13.4,2.4,2.8,2.3,0.3,17.8,0,0,4,29.45,1
35.6,43.3,3,1690,0.2,9.7,24.0,0.6,6.0,3.4,1.2,19.2,0,1,9,26.98,1
21.6,57.5,6,2138,1.6,2.8,15.1,0.3,5.4,7.6,0.1,14.3,0,0,10,25.97,1
37.5,69.1,1,1341,0.8,11.7,12.7,0.9,6.5,2.9,0.6,31.7,0,0,12,26.99,1
25.3,74.0,3,400,8.2,8.4,11.8,3.8,4.1,1.1,0.7,24.8,0,0,4,27.75,1
25.3,62.4,2,1331,2.5,9.2,22.0,2.1,3.4,1.7,0.2,22.2,0,0,9,24.85,1
37.3,56.4,2,1905,1.9,14.0,23.0,4.4,4.2,3.7,0.2,24.7,0,1,8,36.11,1
43.0,60.9,5,1441,9.6,10.9,16.6,0.7,1.8,3.4,1.2,25.0,0,0,5,41.53,1
35.6,58.9,4,852,10.0,10.0,19.7,0.5,0.8,1.7,0.7,27.5,0,0,4,37.26,1
25.3,77.5,2,1093,1.9,9.2,17.1,0.3,2.5,3.4,0.0,15.9,0,1,7,21.6,1
18.7,68.8,4,1091,2.4,7.6,18.0,2.3,6.2,3.5,0.1,18.0,1,1,9,23.02,1
30.7,33.1,1,2147,12.0,9.7,17.1,0.2,4.6,3.1,1.2,18.5,1,0,9,33.5,1
29.5,63.1,2,1343,1.9,10.9,23.4,0.9,1.7,4.0,0.3,4.0,1,0,4,18.47,1
26.6,73.7,3,738,6.7,9.1,16.5,1.1,2.9,3.4,3.1,24.0,0,1,4,27.31,0
28.9,31.6,4,1018,2.6,10.2,13.7,3.4,3.9,0.7,1.1,7.2,1,1,1,22.25,1
26.1,70.2,6,1979,7.7,16.4,20.1,4.1,4.7,1.4,0.7,17.4,0,1,11,34.69,0
33.7,62.2,5,400,1.3,12.9,22.9,2.4,2.0,4.4,0.2,24.3,1,1,9,25.83,1
29.1,78.9,2,400,0.9,8.2,17.8,1.1,5.2,3.2,0.5,19.3,0,1,3,22.96,1
28.4,56.3,6,861,7.3,10.4,16.8,0.7,2.0,6.1,1.0,11.5,1,1,11,23.92,0
18.6,59.3,4,1198,5.2,6.5,18.6,2.8,2.7,5.8,0.1,13.3,0,0,7,25.1,0
30.7,58.5,5,483,2.1,3.7,16.6,2.7,3.0,1.6,0.7,16.8,0,1,2,24.62,1
22.3,65.9,1,1828,6.2,6.5,14.0,3.4,2.4,5.8,0.8,31.0,0,0,6,28.67,0
33.1,79.0,4,958,2.7,7.0,24.0,0.6,4.7,3.4,0.4,15.4,0,0,3,25.11,1
29.3,68.5,2,640,1.9,5.6,19.7,3.2,1.7,4.4,0.2,9.2,0,0,9,22.56,1
19.4,79.0,4,1010,3.7,6.3,18.1,3.5,2.6,0.7,0.2,18.0,0,0,4,25.55,1
27.8,61.0,4,400,3.1,7.5,15.8,1.6,2.9,6.9,3.7,21.6,0,0,5,27.3,1
23.5,64.4,3,976,5.0,7.2,22.4,2.2,6.6,5.6,0.7,17.9,0,0,3,27.52,1
32.2,68.7,1,2041,1.0,7.8,10.9,1.0,5.2,4.6,1.2,17.8,1,1,8,26.13,1
31.7,74.0,1,706,2.2,13.9,15.4,0.8,4.4,2.7,0.7,17.3,0,0,3,24.92,1
34.7,72.9,2,1235,7.4,6.8,15.8,0.4,3.1,9.0,0.2,13.6,0,1,3,31.76,1
25.6,86.9,3,1196,2.8,7.0,16.0,1.6,4.4,4.7,0.8,15.6,0,1,2,25.65,1
31.9,53.8,6,971,3.4,8.5,15.6,1.1,2.3,0.0,0.4,14.6,1,0,7,23.34,1
22.6,60.8,6,1861,8.1,12.2,19.6,0.3,3.3,1.8,0.3,21.6,0,0,4,36.38,1
31.0,69.6,6,2636,5.5,9.0,16.9,1.5,0.0,1.3,1.1,17.1,0,1,11,34.4,1
28.3,83.3,5,538,3.7,8.3,11.8,2.4,4.5,1.9,1.0,30.2,0,1,5,30.46,1
30.6,69.1,1,1205,3.1,12.6,24.0,3.0,3.1,5.2,0.4,16.2,0,0,12,29.39,1
29.3,53.4,1,851,4.7,9.2,12.4,8.0,0.0,2.7,0.1,13.5,0,0,4,22.88,0
34.4,77.7,1,1117,2.3,7.7,13.5,0.8,0.8,5.9,3.7,19.6,0,0,6,30.9,1
27.7,56.8,5,1662,1.2,11.4,21.3,0.3,0.0,5.3,0.6,12.2,0,0,8,26.85,1
28.5,60.8,6,2736,1.6,12.6,17.7,0.8,8.3,5.0,0.8,24.5,0,1,9,33.86,1
36.3,82.0,5,1348,3.4,5.7,21.2,0.8,3.0,1.8,0.4,29.2,1,1,7,32.02,1
29.0,79.3,3,1241,5.1,9.0,17.4,3.2,3.5,0.8,1.0,9.7,0,1,11,25.59,1
26.8,45.9,4,699,1.0,13.5,18.3,0.4,2.6,0.0,0.3,22.0,0,0,6,23.36,1
24.9,87.8,2,1047,6.3,5.9,16.6,0.6,1.2,0.9,0.6,4.0,0,0,2,19.67,0
29.4,69.0,1,1761,1.6,8.6,16.1,1.3,2.4,5.6,5.0,14.3,0,1,10,28.71,1
29.2,71.2,3,1076,0.3,12.9,17.5,0.4,0.6,4.1,0.4,25.9,1,1,7,22.64,1
32.6,25.0,3,693,0.8,9.2,22.5,1.4,2.1,3.1,0.2,10.4,0,0,1,21.37,1
28.5,53.9,6,852,1.7,4.3,11.5,3.4,0.5,1.2,1.1,13.8,0,1,2,24.07,1
32.8,61.7,1,453,3.5,6.2,18.6,1.5,2.0,1.2,0.8,12.0,0,0,9,23.22,1
28.1,53.5,6,892,2.2,4.7,13.8,0.6,4.5,4.5,0.9,28.1,0,0,10,25.34,1
37.3,54.8,6,1681,7.7,9.6,16.3,0.3,3.3,3.6,0.2,28.2,0,0,2,38.95,1
29.1,63.5,1,1893,2.4,10.7,18.0,1.5,4.2,4.9,3.7,14.4,0,0,3,31.12,1
32.7,67.5,1,1986,0.5,5.9,23.1,2.0,4.9,3.0,0.8,14.6,0,0,6,23.73,0
31.3,69.0,6,1055,2.1,14.6,24.0,2.9,1.2,2.0,0.6,20.5,0,1,2,25.5,0
